Sloupec1;ZZ_ID;ZZ_kod;PCZ;PCDP;ZZ_nazev;ZZ_druh_kod;ZZ_druh_nazev;ZZ_druh_nazev_sekundarni;ZZ_misto_poskytovani_ID;ZZ_kraj_kod;ZZ_kraj_nazev;ZZ_okres_kod;ZZ_okres_nazev;ZZ_ORP_kod;ZZ_ORP_nazev;ZZ_obec;ZZ_spravni_obvod;ZZ_PSC;ZZ_ulice;ZZ_cislo_domovni_orientacni;ZZ_RUIAN_kod;ZZ_GPS;ZZ_datum_zahajeni_cinnosti;ZZ_obor_pece;ZZ_forma_pece;ZZ_druh_pece;ZZ_rozsah_pece;poskytovatel_druh;poskytovatel_nazev;poskytovatel_osoba_typ;poskytovatel_pravni_forma_kod;poskytovatel_pravni_forma_nazev;poskytovatel_sidlo_kraj_kod;poskytovatel_sidlo_kraj_nazev;poskytovatel_sidlo_okres_kod;poskytovatel_sidlo_okres_nazev;poskytovatel_sidlo_obec;poskytovatel_sidlo_PSC;poskytovatel_sidlo_ulice;poskytovatel_sidlo_cislo_domovni_orientacni;poskytovatel_sidlo_RUIAN_kod;poskytovatel_telefon;poskytovatel_fax;poskytovatel_email;poskytovatel_web;poskytovatel_datova_schranka;poskytovatel_odborny_zastupce;zrizovatel_typ;ZZ_obor_pece_strucne;latitude;longitude;ico_str;ulice_str;match_key;Pondělí;Úterý;Středa;Čtvrtek;Pátek;Sobota;Neděle
46978437;131237;4,69784E+13;2;0;PHARCY s.r.o.;510;Lékárna;;207956;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Holandská;873/6;26746646.0;POINT(49.18100442069 16.605796235252);20.03.2017;praktické lékárenství;;;;Lékárna;PHARCY s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;Velká Bíteš;59501;Masarykovo náměstí;6;26746646.0;;;;http://lekarnazidenice.cz/;ed5mz6x;RNDr. Jiří Richter;Jiná právnická osoba;Praktické;49.18100442069;16.605796235252;46978437;holandská;46978437_holandská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
49976915;131232;4,99769E+13;0;4;NUTRON, spol. s r.o.;324;Samostatná ordinace lékaře specialisty;;207976;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Bezručova;90/22;19102810.0;POINT(49.187434138354 16.601645893049);22.03.2017;anesteziologie a intenzivní medicína;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;NUTRON, spol. s r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Bayerova;795/26 ;19102810.0;;;;;cqjqtdg;MUDr. Petr Hrazdira;Jiná právnická osoba;Anesteziologie;49.187434138354;16.601645893049;49976915;bezručova;49976915_bezručova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131174;2,72513E+13;1;7;DR. OPTIK Moravia s.r.o.;523;Oční optika;;209044;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Letovice;;67961;Masarykovo náměstí;158/30;2024446.0;POINT(49.547195251407 16.573164567075);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;2024446.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.547195251407;16.573164567075;27251349;masarykovo náměstí;27251349_masarykovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131173;2,72513E+13;1;6;DR. OPTIK Moravia s.r.o.;523;Oční optika;;192018;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6205;Bučovice;Bučovice;;68501;Legionářská;181;515825.0;POINT(49.150849922154 17.003726831715);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;515825.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.150849922154;17.003726831715;27251349;legionářská;27251349_legionářská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131172;2,72513E+13;1;5;DR. OPTIK Moravia s.r.o.;523;Oční optika;;130673;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Sušilova;41/2;13915487.0;POINT(49.278601875206 16.999566230472);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;13915487.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.278601875206;16.999566230472;27251349;sušilova;27251349_sušilova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131171;2,72513E+13;1;4;DR. OPTIK Moravia s.r.o.;523;Oční optika;;192019;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Masarykovo náměstí;66/24;13915738.0;POINT(49.277382912352 17.000980679122);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;13915738.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.277382912352;17.000980679122;27251349;masarykovo náměstí;27251349_masarykovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131170;2,72513E+13;1;3;DR. OPTIK Moravia s.r.o.;523;Oční optika;;130674;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6209;Kuřim;Kuřim;;66434;nám. 1. května;1307/3;26146878.0;POINT(49.299220763169 16.531666721105);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;26146878.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.299220763169;16.531666721105;27251349;nám. 1. května;27251349_nám. 1. května;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131169;2,72513E+13;1;2;DR. OPTIK Moravia s.r.o.;523;Oční optika;;130675;CZ064;Jihomoravský kraj;CZ0641;Blansko;6201;Blansko;Blansko;;67801;Wanklovo nám.;1437/4;15234983.0;POINT(49.361160009221 16.643606878124);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;15234983.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.361160009221;16.643606878124;27251349;wanklovo nám.;27251349_wanklovo nám.;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
27251349;131168;2,72513E+13;1;1;DR. OPTIK Moravia s.r.o.;523;Oční optika;;130676;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Šlapanice;;66451;Masarykovo náměstí;1665/8;24093955.0;POINT(49.169084290221 16.727538437144);01.01.2016;Optometrista;specializovaná ambulantní péče;;;Oční optika;DR. OPTIK Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 15;10200;Štěrboholská;1307/44 ;24093955.0;;;dvorsky@droptik.cz;www.doctoroptic.cz;ykix9iw;Lucie Jandásková, Soňa Kavínová;Jiná právnická osoba;Optometrista;49.169084290221;16.727538437144;27251349;masarykovo náměstí;27251349_masarykovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5888697;131162;5,8887E+12;0;0;Jarmila Kucharičová;360;Samostatná stomatologická laboratoř;;207888;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Hodonín;;69501;Národní třída;1959/90;23195363.0;POINT(48.855446218098 17.124722047589);01.04.2017;Zubní technik;specializovaná ambulantní péče;;;Samostatná stomatologická laboratoř;Jarmila Kucharičová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Hodonín;69501;Národní třída;1959/90 ;23195363.0;;;;;upda5q4;;Fyzická osoba;Zubař;48.855446218098;17.124722047589;05888697;národní třída;05888697_národní třída;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
4267923;131148;4,26792E+12;0;0;Mgr. Renata Schindlerová;359;Samostatné zařízení nelékaře - jiné;;207817;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Podlesná;2954/45;40856551.0;POINT(49.212045745611 16.705269502639);27.07.2015;Porodní asistentka;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská;ošetřovatelská péče;;Samostatné zařízení nelékaře - jiné;Mgr. Renata Schindlerová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62800;Podlesná;2954/45 ;40856551.0;;;renschin@gmail.com;;vhnj5v9;;Fyzická osoba;Porodní;49.212045745611;16.705269502639;04267923;podlesná;04267923_podlesná;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
26925974;131116;2,6926E+13;0;2;Nemocnice Boskovice s.r.o., Lékárna;510;Lékárna;;208758;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Boskovice;;68001;Masarykovo náměstí;6/4;15259668.0;POINT(49.487481384655 16.661334861304);01.01.2016;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Nemocnice;Nemocnice Boskovice s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0641;Blansko;Boskovice;68001;Otakara Kubína;179;15259668.0;;;;http://www.nembce.cz;7pdpu87;MUDr. Vladimír Zemánek, Šárka Obertíková;Obec, město;Praktické;49.487481384655;16.661334861304;26925974;masarykovo náměstí;26925974_masarykovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
41992148;131095;4,19921E+13;1;0;Filip Momčil;523;Oční optika;;207786;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Středova;94/1;19094361.0;POINT(49.195198785081 16.606785112144);01.03.2017;Optometrista;specializovaná ambulantní péče;;;Oční optika;Filip Momčil;fyzická osoba;;;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;Uherské Hradiště;68601;Hradební;1306;19094361.0;4,20572E+11;;naomeoptik@seznam.cz;www.naome.cz;a5z4wf9;;Fyzická osoba;Optometrista;49.195198785081;16.606785112144;41992148;středova;41992148_středova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
2765390;131092;2,76539E+12;1;0;Leonardi MedCz a.s., Lékárna Vinohrady;510;Lékárna;;207801;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Velkopavlovická;4310/25;19574215.0;POINT(49.204837131324 16.661185708489);01.03.2017;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;Leonardi MedCz a.s.;právnická osoba;121.0;Akciová společnost;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62800;Velkopavlovická;4310/25 ;19574215.0;;;brno.velkopavlovicka@benu.cz;http://leonardicz.com;jpseybp;Darina Syptáková, David Číhal;Jiná právnická osoba;Praktické;49.204837131324;16.661185708489;02765390;velkopavlovická;02765390_velkopavlovická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
2765390;131091;2,76539E+12;0;0;Leonardi MedCz a.s., Lékárna BENU Olympie;510;Lékárna;;207800;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Modřice;;66442;U dálnice;777;25937944.0;POINT(49.138134570623 16.633019141565);01.03.2017;praktické lékárenství;specializovaná ambulantní péče;lékárenská péče;;Lékárna;Leonardi MedCz a.s.;právnická osoba;121.0;Akciová společnost;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62800;Velkopavlovická;4310/25 ;25937944.0;;;brno.velkopavlovicka@benu.cz;http://leonardicz.com;jpseybp;Darina Syptáková, David Číhal;Jiná právnická osoba;Praktické;49.138134570623;16.633019141565;02765390;u dálnice;02765390_u dálnice;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5737222;131090;5,73722E+12;0;0;MUDr. Alena Procházková s.r.o.;324;Samostatná ordinace lékaře specialisty;;207799;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6221;Židlochovice;Židlochovice;;66701;Masarykova;116;13333461.0;POINT(49.040251999853 16.618306091479);01.04.2017;pneumologie a ftizeologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Alena Procházková s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Židlochovice;66701;Masarykova;116;13333461.0;4,20735E+11;;dr.prochazkova@seznam.cz;www.plicni-zidlochovice.cz;gd3ari6;Alena Procházková;Jiná právnická osoba;Pneumologie;49.040251999853;16.618306091479;05737222;masarykova;05737222_masarykova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5840147;131084;5,84015E+12;0;0;TriannyMed s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;207729;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Horníkova;2485/34;25264800.0;POINT(49.213087495254 16.682045444987);01.04.2017;praktické lékařství pro děti a dorost;primární ambulantní péče;;;Sam.ord.prakt.lékaře pro děti a dorost;TriannyMed s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Smetanova;593/41 ;25264800.0;4,20603E+11;;;http://www.ordinacebajerova.cz;etydifm;Kateřina Bajerová;Jiná právnická osoba;Praktik;49.213087495254;16.682045444987;05840147;horníkova;05840147_horníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5813115;131083;5,81312E+12;0;0;MUDr. Radmila Juračková s.r.o.;323;Samostatná ordinace PL - gynekologa;;207679;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61700;Černovická;33/2b;19391498.0;POINT(49.176284300964 16.624320501375);10.02.2017;gynekologie a porodnictví;primární ambulantní péče;;;Samostatná ordinace PL - gynekologa;MUDr. Radmila Juračková s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61700;Černovická;33/2b;19391498.0;4,20545E+11;;rslapalova@seznam.cz;mudrjurackova.webnode.cz/;6kscn29;Radmila Juračková;Jiná právnická osoba;Gynekologie;49.176284300964;16.624320501375;05813115;černovická;05813115_černovická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5673127;131082;5,67313E+12;0;0;Zubní laborka s.r.o.;360;Samostatná stomatologická laboratoř;;207591;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Dobrovského;1610/70;19708980.0;POINT(49.218766840959 16.589253534401);01.04.2017;Zubní technik;specializovaná ambulantní péče;;;Samostatná stomatologická laboratoř;Zubní laborka s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Dobrovského;1610/70 ;19708980.0;;;neaja@seznam.cz;;k6j9etq;Alena Němečková;Jiná právnická osoba;Zubař;49.218766840959;16.589253534401;05673127;dobrovského;05673127_dobrovského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5310857;131081;5,31086E+12;0;0;ESTELA PLASTICKÁ CHIRURGIE s.r.o.;324;Samostatná ordinace lékaře specialisty;;207743;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Horníkova;2485/34;25264800.0;POINT(49.213087495254 16.682045444987);27.02.2017;plastická chirurgie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;ESTELA PLASTICKÁ CHIRURGIE s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62500;Vohnoutova;382/19 ;25264800.0;;;petr.kubek@estela.cz;http://www.plastickachirurgie-brno.cz;b4fztpm;Tomáš Kubek;Jiná právnická osoba;Chirurgie;49.213087495254;16.682045444987;05310857;horníkova;05310857_horníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5689783;131077;5,68978E+12;0;0;Mgr. Jana Zavadilová;351;Samostatné zařízení fyzioterapeuta;;207667;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Dobrovského;422/3;13919024.0;POINT(49.276731079217 17.000044861979);01.02.2017;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Mgr. Jana Zavadilová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Vyškov;68201;Na Hraničkách;411/8 ;13919024.0;;;jsupakova@email.cz;;ppc85s8;;Fyzická osoba;Fyzioterapie;49.276731079217;17.000044861979;05689783;dobrovského;05689783_dobrovského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
1840304;131052;1,8403E+12;0;0;Medikali s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;207544;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Vojtova;243/23;19124783.0;POINT(49.182507780341 16.595190251351);01.03.2017;všeobecné praktické lékařství;primární ambulantní péče, specializovaná ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;Medikali s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Vojtova;243/23 ;19124783.0;4,20543E+11;;lkalinova@seznam.cz;http://www.mudrkalinova.webnode.cz;6gn9bk2;Lenka Kalinová;Jiná právnická osoba;Praktik;49.182507780341;16.595190251351;01840304;vojtova;01840304_vojtova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5711045;131051;5,71105E+12;0;0;MUDr. Ivana Cahlíková s.r.o. ;320;Samost. ordinace všeob. prakt. lékaře;;207707;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6210;Kyjov;Ježov;;69648;;118;13420534.0;POINT(49.026688919461 17.209544125344);01.03.2017;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Ivana Cahlíková s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 5;15000;Holečkova;789/49 ;13420534.0;4,20519E+11;;cahlikova@gmail.com;;yp293v3;Ivana Cahlíková;Jiná právnická osoba;Praktik;49.026688919461;17.209544125344;05711045;nan;05711045_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
1882546;131050;1,88255E+12;0;0;MUDr. Vlastimil Žilka s.r.o.;322;Samostatná ordinace PL - stomatologa;;207756;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Benešov;;67953;;19;1929968.0;POINT(49.510251305317 16.769591593567);01.03.2017;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Vlastimil Žilka s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0641;Blansko;Benešov;67953;;19;1929968.0;4,20516E+11;;vlastik.zilka@post.cz;;bu29sav;Vlastimil Žilka;Jiná právnická osoba;Zubař;49.510251305317;16.769591593567;01882546;nan;01882546_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
3809099;131010;3,8091E+12;0;0;Praktický lékař Brno s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;207682;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63400;Kamínky;551/3b;75649136.0;POINT(49.177079454328 16.559444500564);01.03.2017;všeobecné praktické lékařství;primární ambulantní péče, specializovaná ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;Praktický lékař Brno s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62400;Podveská;1240/12 ;75649136.0;4,20608E+11;;info@doktorkabrno.cz;http://www.doktorkabrno.cz;rynxe5u;Alice Vlasáková;Jiná právnická osoba;Praktik;49.177079454328;16.559444500564;03809099;kamínky;03809099_kamínky;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5661030;131009;5,66103E+12;0;0;ANDENTAL s.r.o.;322;Samostatná ordinace PL - stomatologa;;207683;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6209;Kuřim;Čebín;;66423;;575;82358834.0;POINT(49.313622917185 16.47904753184);01.04.2017;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;ANDENTAL s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Čebín;66423;;186;82358834.0;;;;;sud9jjq;Romana Antonínová;Jiná právnická osoba;Zubař;49.313622917185;16.47904753184;05661030;nan;05661030_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
25529897;130967;2,55299E+13;0;1;Centrum prenatální diagnostiky s.r.o.;324;Samostatná ordinace lékaře specialisty;;243941;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Znojmo;;66902;Jana Palacha;1262/11;10993207.0;POINT(48.857779165903 16.053528698327);01.01.2016;gynekologie a porodnictví, lékařská genetika;primární ambulantní péče, specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Centrum prenatální diagnostiky s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Veveří;476/39 ;10993207.0;4,20542E+11;;pvlasin@iol.cz;http://www.prenatal.cz;qsnvfr5;Pavel Vlašín;Jiná právnická osoba;Gynekologie;48.857779165903;16.053528698327;25529897;jana palacha;25529897_jana palacha;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
49688804;130928;4,96888E+13;2;14;synlab czech s.r.o., odběrová místnost;362;Odběrová místnost;;207571;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Mendlovo náměstí;618/17;19109253.0;POINT(49.190447838542 16.594037146191);09.02.2017;klinická biochemie;specializovaná ambulantní péče;;;Samostatná odborná laboratoř;synlab czech s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 8;18600;Sokolovská;100/94 ;19109253.0;4,20801E+11;;podatelna@synlab.cz;http://www.synlab.cz;a5mqu8v;Blanka Sejková, Dagmar Bobulová, Ivo Lerch, Jan Simonides, Martina Vršková, MUDr. Dagmar Štikarovská, MUDr. Jana Teturová, MUDr. Jaroslava Spěváková, MUDr. Kateřina Pinterová;Jiná právnická osoba;Klinická;49.190447838542;16.594037146191;49688804;mendlovo náměstí;49688804_mendlovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
386634;130883;3,86634E+11;0;2;Nemocnice Blansko;324;Samostatná ordinace lékaře specialisty;;207267;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Letovice;;67961;Pod klášterem;55/17;2023482.0;POINT(49.544671205666 16.579525073962);20.02.2013;nefrologie;specializovaná ambulantní péče;;;Nemocnice;Nemocnice Blansko;právnická osoba;331.0;Příspěvková organizace zřízená územním samosprávným celkem;CZ064;Jihomoravský kraj;CZ0641;Blansko;Blansko;67801;Sadová;1596/33 ;2023482.0;4,20517E+11;;info@nemobk.cz;http://www.nemobk.cz;quck6im;PharmDr. Jana Streitová, Vladimír Navrátil;Obec, město;Nefrologie;49.544671205666;16.579525073962;00386634;pod klášterem;00386634_pod klášterem;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
386634;130882;3,86634E+11;0;1;Nemocnice Blansko;324;Samostatná ordinace lékaře specialisty;;207268;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6217;Tišnov;Tišnov;;66601;nám. Míru;24;13311832.0;POINT(49.349796785764 16.424038777746);20.02.2013;nefrologie;specializovaná ambulantní péče;;;Nemocnice;Nemocnice Blansko;právnická osoba;331.0;Příspěvková organizace zřízená územním samosprávným celkem;CZ064;Jihomoravský kraj;CZ0641;Blansko;Blansko;67801;Sadová;1596/33 ;13311832.0;4,20517E+11;;info@nemobk.cz;http://www.nemobk.cz;quck6im;PharmDr. Jana Streitová, Vladimír Navrátil;Obec, město;Nefrologie;49.349796785764;16.424038777746;00386634;nám. míru;00386634_nám. míru;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
4365321;130876;4,36532E+12;0;0;Zdravotní doprava Václav Jordán s.r.o.;480;Zdravotnická dopravní služba;;207404;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Boskovice;;68001;Otakara Kubína;1953/17;15277976.0;POINT(49.492009380466 16.644379523752);01.09.2015;;;zdravotnická dopravní služba;;Zdravotnická dopravní služba;Zdravotní doprava Václav Jordán s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0641;Blansko;Boskovice;68001;Otakara Kubína;1953/17 ;15277976.0;4,20516E+11;;jordanv@seznam.cz;;v8f8uvx;Hedvika Šudomová;Jiná právnická osoba;Neznámý;49.492009380466;16.644379523752;04365321;otakara kubína;04365321_otakara kubína;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
